,us_state,county,days_with_aqi2019,good_days2019,moderate_days2019,unhealthy_sensitive_days2019,unhealthy_days2019,very_unhealthy_days2019,hazardous_days2019,days_co2019,days_no2_2019,days_ozone2019,days_so2_2019,days_pm2_2019,days_pm10_2019,poverty_percentage2019,days_with_aqi2018,good_days2018,moderate_days2018,unhealthy_sensitive_days2018,unhealthy_days2018,very_unhealthy_days2018,hazardous_days2018,days_co2018,days_no2_2018,days_ozone2018,days_so2_2018,days_pm2_2018,days_pm10_2018,poverty_percentage2018,days_with_aqi2017,good_days2017,moderate_days2017,unhealthy_sensitive_days2017,unhealthy_days2017,very_unhealthy_days2017,hazardous_days2017,days_co2017,days_no2_2017,days_ozone2017,days_so2_2017,days_pm2_2017,days_pm10_2017,poverty_percentage2017,days_with_aqi2016,good_days2016,moderate_days2016,unhealthy_sensitive_days2016,unhealthy_days2016,very_unhealthy_days2016,hazardous_days2016,days_co2016,days_no2_2016,days_ozone2016,days_so2_2016,days_pm2_2016,days_pm10_2016,poverty_percentage2016,average_aqi_days,average_good_days,average_moderate_days,average_unhealthy_sensitive_days,average_unhealthy_days,average_very_unhealthy_days,average_hazardous_days,average_co_days,average_no2_days,average_ozone_days,average_so2_days,average_pm2_days,average_pm10_days,average_poverty_percentage,percent_pop_per_100k,cancer_classification
0,AL,Baldwin,271,237,34,0,0,0,0,0,0,220,0,51,0,10.1,270,245,25,0,0,0,0,0,0,214,0,56,0,9.8,270,241,28,1,0,0,0,0,0,206,0,64,0,10.1,279,247,32,0,0,0,0,0,0,221,0,58,0,11.7,272.5,242.5,29.75,0.25,0,0,0,0,0,215.25,0,57.25,0,10.425,20.28698615,medium
1,AL,Clay,107,97,10,0,0,0,0,0,0,0,0,107,0,16.6,110,103,7,0,0,0,0,0,0,0,0,110,0,17.6,118,104,14,0,0,0,0,0,0,0,0,118,0,18.1,116,109,7,0,0,0,0,0,0,0,0,116,0,18.9,112.75,103.25,9.5,0,0,0,0,0,0,0,0,112.75,0,17.8,25.96356148,medium
2,AL,Colbert,263,252,11,0,0,0,0,0,0,228,0,35,0,14.6,277,251,26,0,0,0,0,0,0,209,0,68,0,13.8,283,265,18,0,0,0,0,0,0,218,0,65,0,15.4,282,258,23,1,0,0,0,0,0,219,0,63,0,16.7,276.25,256.5,19.5,0.25,0,0,0,0,0,218.5,0,57.75,0,15.125,19.76146661,medium
3,AL,DeKalb,361,324,37,0,0,0,0,0,0,331,0,30,0,18.2,350,316,34,0,0,0,0,0,0,317,0,33,0,21.3,359,329,30,0,0,0,0,0,0,315,0,44,0,19.5,348,304,43,1,0,0,0,0,0,321,0,27,0,20.5,354.5,318.25,36,0.25,0,0,0,0,0,321,0,33.5,0,19.875,15.3574834,low
4,AL,Elmore,228,208,20,0,0,0,0,0,0,228,0,0,0,11.4,222,203,19,0,0,0,0,0,0,222,0,0,0,11.2,226,221,5,0,0,0,0,0,0,226,0,0,0,12.01,117,107,10,0,0,0,0,0,0,117,0,0,0,13.5,198.25,184.75,13.5,0,0,0,0,0,0,198.25,0,0,0,12.0275,16.15852152,low
5,AL,Etowah,279,232,47,0,0,0,0,0,0,218,0,61,0,18.8,324,231,92,0,1,0,0,0,0,179,0,145,0,17.5,360,233,125,1,1,0,0,0,0,133,0,227,0,18.1,352,162,184,3,3,0,0,0,0,104,0,248,0,17.5,328.75,214.5,112,1,1.25,0,0,0,0,158.5,0,170.25,0,17.975,19.72566216,medium
6,AL,Houston,280,256,24,0,0,0,0,0,0,208,0,72,0,19.4,277,249,28,0,0,0,0,0,0,211,0,66,0,16.5,281,260,20,1,0,0,0,0,0,203,0,78,0,16.6,280,265,15,0,0,0,0,0,0,221,0,59,0,19.4,279.5,257.5,21.75,0.25,0,0,0,0,0,210.75,0,68.75,0,17.975,16.09452364,low
7,AL,Jefferson,365,157,195,13,0,0,0,0,2,122,4,236,1,16.2,365,176,184,4,1,0,0,0,1,100,32,228,4,16.1,365,144,212,9,0,0,0,0,2,85,70,207,1,16.7,366,191,166,8,1,0,0,0,16,147,1,199,3,15.3,365.25,167,189.25,8.5,0.5,0,0,0,5.25,113.5,26.75,217.5,2.25,16.075,14.15427738,low
8,AL,Lawrence,112,111,1,0,0,0,0,0,0,0,0,112,0,17.7,118,112,6,0,0,0,0,0,0,0,0,118,0,19.3,122,114,8,0,0,0,0,0,0,0,0,122,0,16.8,118,116,1,1,0,0,0,0,0,0,0,118,0,16.8,117.5,113.25,4,0.25,0,0,0,0,0,0,0,117.5,0,17.65,21.5049888,medium
9,AL,Madison,361,255,106,0,0,0,0,0,0,155,0,199,7,11.5,365,275,89,1,0,0,0,0,0,130,0,234,1,11.9,335,301,34,0,0,0,0,0,0,230,0,49,56,12.8,333,280,52,1,0,0,0,0,0,235,0,34,64,13.5,348.5,277.75,70.25,0.5,0,0,0,0,0,187.5,0,129,32,12.425,13.46218568,low
10,AL,Mobile,364,258,106,0,0,0,0,0,0,105,16,243,0,17.7,365,290,74,1,0,0,0,0,0,150,13,202,0,20.8,363,299,59,5,0,0,0,0,0,191,5,167,0,19.7,366,277,87,2,0,0,0,0,0,138,9,219,0,19.5,364.5,281,81.5,2,0,0,0,0,0,146,10.75,207.75,0,19.425,16.02894082,low
11,AL,Montgomery,365,171,193,1,0,0,0,0,0,50,0,314,1,15.8,324,149,175,0,0,0,0,0,0,43,0,281,0,20.1,346,214,129,2,0,1,0,0,0,119,0,227,0,21.3,363,285,76,1,1,0,0,0,0,175,0,188,0,18.8,349.5,204.75,143.25,1,0.25,0.25,0,0,0,96.75,0,252.5,0.25,19,11.96010251,low
12,AL,Morgan,365,306,59,0,0,0,0,0,0,195,0,170,0,13.7,364,304,60,0,0,0,0,0,0,176,0,188,0,13.2,364,317,47,0,0,0,0,0,0,184,0,180,0,14.8,365,304,59,2,0,0,0,0,0,214,0,151,0,15.8,364.5,307.75,56.25,0.5,0,0,0,0,0,192.25,0,172.25,0,14.375,18.65477592,medium
13,AL,Russell,363,268,95,0,0,0,0,0,0,116,0,247,0,18.9,364,277,87,0,0,0,0,0,0,115,0,249,0,21.7,311,228,83,0,0,0,0,0,0,173,0,138,0,23.2,257,192,65,0,0,0,0,0,0,176,0,81,0,19.3,323.75,241.25,82.5,0,0,0,0,0,0,145,0,178.75,0,20.775,15.93614598,low
14,AL,Shelby,359,308,44,7,0,0,0,0,0,232,127,0,0,6.2,363,328,31,4,0,0,0,0,0,232,131,0,0,8.01,357,333,23,1,0,0,0,0,0,232,125,0,0,7.4,244,205,35,4,0,0,0,0,0,244,0,0,0,7.9,330.75,293.5,33.25,4,0,0,0,0,0,235,95.75,0,0,7.3775,10.18467379,low
15,AL,Sumter,361,335,26,0,0,0,0,0,0,183,10,168,0,36.4,365,344,21,0,0,0,0,0,0,222,13,130,0,34.7,350,330,20,0,0,0,0,0,0,183,0,167,0,35.9,336,315,21,0,0,0,0,0,0,185,0,151,0,32.4,353,331,22,0,0,0,0,0,0,193.25,5.75,154,0,34.85,16.45563834,low
16,AL,Tuscaloosa,264,240,24,0,0,0,0,0,0,188,0,76,0,16.2,320,265,54,1,0,0,0,0,0,195,0,125,0,16.8,350,165,184,1,0,0,0,0,0,64,0,286,0,15.9,365,224,141,0,0,0,0,0,0,93,0,272,0,17.6,324.75,223.5,100.75,0.5,0,0,0,0,0,135,0,189.75,0,16.625,12.35291818,low
17,AK,Aleutians East,121,121,0,0,0,0,0,0,0,0,0,121,0,14.8,120,120,0,0,0,0,0,0,0,0,0,120,0,15.5,118,118,0,0,0,0,0,0,0,0,0,118,0,14.6,119,118,1,0,0,0,0,0,0,0,0,119,0,14.8,119.5,119.25,0.25,0,0,0,0,0,0,0,0,119.5,0,14.925,,
18,AK,Anchorage,365,289,67,5,4,0,0,8,0,0,0,252,105,9.5,365,308,57,0,0,0,0,2,0,0,0,259,104,9.5,365,313,51,1,0,0,0,6,0,0,0,208,151,9.6,361,288,73,0,0,0,0,0,0,0,0,214,147,7.2,364,299.5,62,1.5,1,0,0,4,0,0,0,233.25,126.75,8.95,8.441961515,low
19,AK,Denali,361,355,4,1,1,0,0,0,0,350,0,11,0,6.6,364,361,3,0,0,0,0,0,0,363,0,1,0,6.9,360,360,0,0,0,0,0,0,0,357,0,3,0,8.01,358,357,1,0,0,0,0,0,0,354,0,4,0,6.3,360.75,358.25,2,0.25,0.25,0,0,0,0,356,0,4.75,0,6.9525,,
20,AK,Fairbanks North Star,365,230,96,18,16,1,4,0,13,130,1,215,6,7.2,365,248,78,29,10,0,0,0,28,113,2,217,5,8.6,365,240,80,25,20,0,0,0,11,111,1,242,0,7.4,366,218,92,33,23,0,0,0,4,136,2,209,15,8.5,365.25,234,86.5,26.25,17.25,0.25,1,0,14,122.5,1.5,220.75,6.5,7.925,,
21,AK,Juneau,362,308,51,3,0,0,0,0,0,0,0,335,27,6.3,352,306,46,0,0,0,0,0,0,0,0,348,4,7.3,356,311,44,1,0,0,0,0,0,0,0,353,3,8.3,305,255,50,0,0,0,0,0,0,0,0,297,8,7.4,343.75,295,47.75,1,0,0,0,0,0,0,0,333.25,10.5,7.325,,
22,AK,Kenai Peninsula,118,115,2,1,0,0,0,0,0,0,0,118,0,10.4,120,120,0,0,0,0,0,0,0,0,0,120,0,12.4,67,67,0,0,0,0,0,0,0,0,0,67,0,10.2,122,122,0,0,0,0,0,0,0,0,0,122,0,12.01,106.75,106,0.5,0.25,0,0,0,0,0,0,0,106.75,0,11.2525,,
23,AK,Matanuska-Susitna,361,295,63,3,0,0,0,0,0,0,0,291,70,9.6,365,325,36,3,1,0,0,0,0,221,0,122,22,10.4,365,309,51,4,1,0,0,0,0,221,0,119,25,11.3,366,299,63,4,0,0,0,0,0,250,0,88,28,9.5,364.25,307,53.25,3.5,0.5,0,0,0,0,173,0,155,36.25,10.2,,
24,AZ,Apache,359,358,1,0,0,0,0,0,0,0,0,36,323,33.4,358,354,4,0,0,0,0,0,0,0,0,32,326,37.3,365,363,2,0,0,0,0,0,0,0,0,33,332,33.1,366,364,2,0,0,0,0,0,0,0,0,33,333,33.2,362,359.75,2.25,0,0,0,0,0,0,0,0,33.5,328.5,34.25,4.188411503,low
25,AZ,Cochise,365,266,99,0,0,0,0,0,0,327,0,13,25,16.6,365,276,89,0,0,0,0,0,0,313,0,18,34,15.1,365,255,108,2,0,0,0,0,0,302,0,10,53,16.1,366,281,83,2,0,0,0,0,0,323,0,3,40,21.1,365.25,269.5,94.75,1,0,0,0,0,0,316.25,0,11,38,17.225,14.97869871,low
26,AZ,Coconino,365,289,76,0,0,0,0,0,0,356,0,9,0,15.9,365,240,122,3,0,0,0,0,0,358,0,7,0,15.9,365,259,105,1,0,0,0,0,0,355,0,10,0,18.4,366,301,65,0,0,0,0,0,0,363,0,3,0,17.8,365.25,272.25,92,1,0,0,0,0,0,358,0,7.25,0,17,5.381744088,low
27,AZ,Gila,365,145,164,50,6,0,0,0,0,254,104,0,7,21.1,365,107,170,80,8,0,0,0,0,161,188,0,16,20.4,365,69,155,120,21,0,0,0,0,93,256,0,16,24.1,366,84,136,119,27,0,0,0,0,82,263,0,21,20.3,365.25,101.25,156.25,92.25,15.5,0,0,0,0,147.5,202.75,0,15,21.475,15.63139957,low
28,AZ,La Paz,364,304,60,0,0,0,0,0,0,360,0,3,1,22.1,364,263,98,3,0,0,0,0,0,351,0,7,6,23.7,358,276,80,2,0,0,0,0,0,342,0,13,3,20.9,365,294,70,1,0,0,0,0,1,291,3,34,36,24.8,362.75,284.25,77,1.5,0,0,0,0,0.25,336,0.75,14.25,11.5,22.875,25.45171945,medium
29,AZ,Maricopa,365,66,261,38,0,0,0,0,3,215,0,71,76,12.2,365,54,247,57,4,3,0,0,15,184,0,61,105,12.3,365,51,259,50,5,0,0,0,20,203,1,54,87,13.5,366,59,270,36,0,1,0,0,33,186,0,74,73,15.01,365.25,57.5,259.25,45.25,2.25,1,0,0,17.75,197,0.25,65,85.25,13.2525,10.2271513,low
30,AZ,Mohave,365,358,7,0,0,0,0,0,0,0,0,28,337,16.01,363,350,12,1,0,0,0,0,0,0,0,33,330,16.8,355,349,6,0,0,0,0,0,0,0,0,32,323,17.3,357,336,21,0,0,0,0,0,0,0,0,34,323,18.3,360,348.25,11.5,0.25,0,0,0,0,0,0,0,31.75,328.25,17.1025,29.78725067,medium
31,AZ,Navajo,365,294,70,1,0,0,0,0,0,357,0,0,8,25.2,363,261,100,2,0,0,0,0,0,353,0,2,8,28.5,365,279,85,1,0,0,0,0,0,350,0,0,15,26.4,366,301,65,0,0,0,0,0,0,352,0,0,14,28.2,364.75,283.75,80,1,0,0,0,0,0,353,0,0.5,11.25,27.075,8.514986376,low
32,AZ,Pima,365,225,138,2,0,0,0,0,1,261,0,20,83,14.01,365,196,158,11,0,0,0,0,0,255,0,31,79,16.2,365,145,213,7,0,0,0,0,0,207,0,36,122,16.6,366,203,159,4,0,0,0,0,0,246,0,13,107,18.2,365.25,192.25,167,6,0,0,0,0,0.25,242.25,0,25,97.75,16.2525,12.76257051,low
33,AZ,Pinal,365,123,209,21,2,3,7,0,0,168,0,36,161,12.1,365,85,229,34,6,3,8,0,0,131,0,23,211,12.9,365,64,233,59,7,1,1,0,0,119,0,38,208,13.01,366,76,237,46,5,1,1,0,0,109,0,34,223,15.4,365.25,87,227,40,5,2,4.25,0,0,131.75,0,32.75,200.75,13.3525,11.85005702,low
34,AZ,Santa Cruz,362,280,80,2,0,0,0,0,0,0,0,245,117,18.8,365,294,69,1,1,0,0,0,0,0,0,220,145,24.4,365,276,85,2,2,0,0,0,0,0,0,181,184,23.6,363,260,102,0,1,0,0,0,0,0,0,200,163,20.9,363.75,277.5,84,1.25,1,0,0,0,0,0,0,211.5,152.25,21.925,7.283633248,low
35,AZ,Yavapai,357,299,58,0,0,0,0,0,0,355,0,2,0,12.01,365,292,72,1,0,0,0,0,0,363,0,2,0,13.2,340,231,104,5,0,0,0,0,0,326,0,14,0,13.9,349,300,49,0,0,0,0,0,0,343,0,6,0,13.3,352.75,280.5,70.75,1.5,0,0,0,0,0,346.75,0,6,0,13.1025,19.98813374,medium
36,AZ,Yuma,365,265,97,3,0,0,0,0,0,273,0,42,50,20.4,365,239,110,15,1,0,0,0,0,235,0,33,97,19.5,365,241,110,12,1,1,0,0,0,209,0,50,106,19.01,366,228,124,12,1,0,1,0,0,213,0,43,110,19.3,365.25,243.25,110.25,10.5,0.75,0.25,0.25,0,0,232.5,0,42,90.75,19.5525,11.69381626,low
37,AR,Arkansas,118,101,17,0,0,0,0,0,0,0,0,118,0,15.8,118,98,20,0,0,0,0,0,0,0,0,118,0,17.9,113,99,14,0,0,0,0,0,0,0,0,113,0,19.9,119,100,19,0,0,0,0,0,0,0,0,119,0,18.1,117,99.5,17.5,0,0,0,0,0,0,0,0,117,0,17.925,22.0514388,medium
38,AR,Arkansas,118,101,17,0,0,0,0,0,0,0,0,118,0,16.01,118,98,20,0,0,0,0,0,0,0,0,118,0,17.9,113,99,14,0,0,0,0,0,0,0,0,113,0,19.9,119,100,19,0,0,0,0,0,0,0,0,119,0,18.1,117,99.5,17.5,0,0,0,0,0,0,0,0,117,0,17.9775,22.0514388,medium
39,AR,Ashley,120,103,17,0,0,0,0,0,0,0,0,120,0,18.5,121,106,14,1,0,0,0,0,0,0,0,121,0,19.6,121,108,13,0,0,0,0,0,0,0,0,121,0,19.8,118,102,16,0,0,0,0,0,0,0,0,118,0,17.9,120,104.75,15,0.25,0,0,0,0,0,0,0,120,0,18.95,25.01948633,medium
40,AR,Clark,355,347,8,0,0,0,0,0,0,355,0,0,0,20.6,361,342,19,0,0,0,0,0,0,361,0,0,0,19.9,358,345,13,0,0,0,0,0,0,358,0,0,0,21.4,355,351,4,0,0,0,0,0,0,355,0,0,0,22.3,357.25,346.25,11,0,0,0,0,0,0,357.25,0,0,0,21.05,21.34281903,medium
41,AR,Crittenden,365,290,74,1,0,0,0,0,8,205,0,152,0,22.4,365,288,74,3,0,0,0,0,7,187,0,171,0,19.2,365,280,84,1,0,0,0,0,7,181,0,177,0,21.1,366,314,49,2,1,0,0,0,20,308,0,38,0,25.5,365.25,293,70.25,1.75,0.25,0,0,0,10.5,220.25,0,134.5,0,22.05,16.71603035,low
42,AR,Garland,121,93,28,0,0,0,0,0,0,0,0,121,0,16.9,121,99,22,0,0,0,0,0,0,0,0,121,0,20.4,121,104,17,0,0,0,0,0,0,0,0,121,0,15.9,119,97,22,0,0,0,0,0,0,0,0,119,0,17.8,120.5,98.25,22.25,0,0,0,0,0,0,0,0,120.5,0,17.75,25.18480422,medium
43,AR,Jackson,117,102,15,0,0,0,0,0,0,0,0,117,0,22.9,122,107,15,0,0,0,0,0,0,0,0,122,0,25.6,122,104,18,0,0,0,0,0,0,0,0,122,0,22.2,115,94,21,0,0,0,0,0,0,0,0,115,0,24.1,119,101.75,17.25,0,0,0,0,0,0,0,0,119,0,23.7,29.40973738,medium
44,AR,Newton,365,347,18,0,0,0,0,0,0,358,0,7,0,18.1,364,336,28,0,0,0,0,0,0,352,0,12,0,17.4,365,348,17,0,0,0,0,0,0,348,0,17,0,19.8,366,350,16,0,0,0,0,0,0,343,0,23,0,19.9,365,345.25,19.75,0,0,0,0,0,0,350.25,0,14.75,0,18.8,25.83063209,medium
45,AR,Polk,361,312,48,1,0,0,0,0,0,314,0,47,0,20.2,363,319,44,0,0,0,0,0,0,311,0,52,0,20.01,362,324,38,0,0,0,0,0,0,324,0,38,0,23.3,366,318,48,0,0,0,0,0,0,323,0,43,0,23.4,363,318.25,44.5,0.25,0,0,0,0,0,318,0,45,0,21.7275,23.34022331,medium
46,AR,Pulaski,365,235,130,0,0,0,0,0,2,146,0,217,0,14.6,365,257,106,2,0,0,0,0,1,146,0,218,0,16.7,365,252,112,1,0,0,0,0,2,152,0,211,0,15.01,366,257,109,0,0,0,0,0,6,166,0,194,0,17.2,365.25,250.25,114.25,0.75,0,0,0,0,2.75,152.5,0,210,0,15.8775,15.16647264,low
47,AR,Union,241,196,45,0,0,0,0,0,0,0,0,241,0,18.9,365,276,86,3,0,0,0,0,0,0,0,365,0,18.2,365,266,99,0,0,0,0,0,0,0,0,365,0,17.5,366,341,24,0,1,0,0,0,0,0,246,120,0,19.3,334.25,269.75,63.5,0.75,0.25,0,0,0,0,0,61.5,272.75,0,18.475,19.68602292,medium
48,AR,Washington,365,284,81,0,0,0,0,0,0,207,0,158,0,15.1,365,266,99,0,0,0,0,0,0,216,0,149,0,15.2,365,256,109,0,0,0,0,0,0,180,0,185,0,13.8,366,338,28,0,0,0,0,0,0,326,0,40,0,15.8,365.25,286,79.25,0,0,0,0,0,0,232.25,0,133,0,14.975,11.7144039,low
49,CA,Alameda,365,260,97,8,0,0,0,0,28,175,0,162,0,8.9,365,175,173,5,10,2,0,0,10,72,0,283,0,9.01,365,189,162,9,4,1,0,0,14,110,0,241,0,9.3,366,239,112,13,2,0,0,0,15,214,0,137,0,10.7,365.25,215.75,136,8.75,4,0.75,0,0,16.75,142.75,0,205.75,0,9.4775,8.43827687,low
50,CA,Amador,355,308,45,2,0,0,0,0,0,355,0,0,0,9.8,364,288,70,6,0,0,0,0,0,364,0,0,0,11.8,362,291,67,4,0,0,0,0,0,362,0,0,0,10.9,366,304,57,5,0,0,0,0,0,366,0,0,0,11.3,361.75,297.75,59.75,4.25,0,0,0,0,0,361.75,0,0,0,10.95,22.2116112,medium
51,CA,Butte,365,224,136,3,2,0,0,0,0,231,0,133,1,16.1,365,152,173,22,11,3,4,0,0,203,0,161,1,18.5,365,152,189,23,1,0,0,0,0,218,0,145,2,18.1,366,169,181,16,0,0,0,0,0,199,0,167,0,19.5,365.25,174.25,169.75,16,3.5,0.75,1,0,0,212.75,0,151.5,1,18.05,15.15391079,low
52,CA,Calaveras,360,299,60,1,0,0,0,0,0,322,0,35,3,12.1,364,148,196,14,6,0,0,0,0,141,0,223,0,12.1,354,169,171,12,2,0,0,0,0,226,0,127,1,13.1,366,232,112,22,0,0,0,0,0,280,0,85,1,13.1,361,212,134.75,12.25,2,0,0,0,0,242.25,0,117.5,1.25,12.6,17.04886008,low
53,CA,Colusa,365,294,71,0,0,0,0,0,0,228,0,83,54,12.01,365,245,92,10,17,1,0,0,0,176,0,155,34,11.01,365,274,83,7,1,0,0,0,0,202,0,130,33,12.2,366,272,94,0,0,0,0,0,0,248,0,99,19,11.1,365.25,271.25,85,4.25,4.5,0.25,0,0,0,213.5,0,116.75,35,11.58,11.40613313,low
54,CA,Contra Costa,365,292,69,4,0,0,0,0,4,244,0,116,1,7.9,365,203,144,7,9,2,0,0,1,107,1,256,0,7.8,365,222,131,8,4,0,0,0,1,138,0,226,0,9.1,366,287,76,3,0,0,0,0,2,223,0,141,0,8.7,365.25,251,105,5.5,3.25,0.5,0,0,2,178,0.25,184.75,0.25,8.375,9.437091907,low
55,CA,Del Norte,248,236,12,0,0,0,0,0,0,0,0,248,0,17.9,180,162,18,0,0,0,0,0,0,0,0,180,0,20.4,298,270,26,0,1,1,0,0,0,0,0,298,0,24.6,177,172,5,0,0,0,0,0,0,0,0,177,0,23.7,225.75,210,15.25,0,0.25,0.25,0,0,0,0,0,225.75,0,21.65,13.85738562,low
56,CA,El Dorado,365,273,86,6,0,0,0,0,0,355,0,1,9,8.7,365,222,106,27,9,1,0,0,0,353,0,3,9,8.1,362,235,96,31,0,0,0,0,0,327,0,6,29,8.3,366,222,101,31,12,0,0,0,0,365,0,1,0,8.7,364.5,238,97.25,23.75,5.25,0.25,0,0,0,350,0,2.75,11.75,8.45,13.13679363,low
57,CA,Fresno,365,139,160,64,2,0,0,0,3,259,0,80,23,20.5,365,84,183,79,19,0,0,0,3,231,0,121,10,21.3,365,102,143,93,26,1,0,0,2,234,0,116,13,21.1,366,92,169,80,25,0,0,0,1,217,0,136,12,25.5,365.25,104.25,163.75,79,18,0.25,0,0,2.25,235.25,0,113.25,14.5,22.1,7.953336028,low
58,CA,Glenn,362,302,60,0,0,0,0,0,0,277,0,68,17,12.1,363,275,72,9,6,1,0,0,0,154,0,136,73,15.4,365,284,74,7,0,0,0,0,0,207,0,115,43,14.8,362,259,103,0,0,0,0,0,0,210,0,143,9,16.7,363,280,77.25,4,1.5,0.25,0,0,0,212,0,115.5,35.5,14.75,14.36100699,low
59,CA,Humboldt,363,353,10,0,0,0,0,2,1,272,0,50,38,19.1,365,324,35,5,1,0,0,0,2,251,0,94,18,20.3,364,316,40,5,3,0,0,0,1,258,0,94,11,19.7,366,326,40,0,0,0,0,0,1,229,0,130,6,20.1,364.5,329.75,31.25,2.5,1,0,0,0.5,1.25,252.5,0,92,18.25,19.8,13.97597197,low
60,CA,Imperial,365,125,219,19,2,0,0,0,1,210,0,79,75,22.01,365,95,220,41,7,2,0,0,7,129,0,100,129,21.4,365,112,211,37,2,2,1,0,2,171,0,100,92,20.7,366,105,216,39,3,1,2,0,2,144,0,90,130,23.6,365.25,109.25,216.5,34,3.5,1.25,0.75,0,3,163.5,0,92.25,106.5,21.9275,6.943056887,low
61,CA,Inyo,365,232,121,6,2,1,3,0,0,319,0,14,32,11.7,365,198,130,26,8,2,1,0,0,311,0,20,34,12.3,365,204,136,16,3,0,6,0,0,288,0,23,54,11.8,366,244,99,15,4,1,3,0,0,313,0,16,37,12.3,365.25,219.5,121.5,15.75,4.25,1,3.25,0,0,307.75,0,18.25,39.25,12.025,16.2999185,low
62,CA,Kern,365,119,151,87,6,1,1,0,2,260,0,73,30,19.01,365,65,170,103,27,0,0,0,0,246,0,106,13,20.5,365,76,150,115,24,0,0,0,0,253,0,99,13,21.2,366,70,180,102,14,0,0,0,0,231,0,128,7,22.4,365.25,82.5,162.75,101.75,17.75,0.25,0.25,0,0.5,247.5,0,101.5,15.75,20.7775,7.833720606,low
63,CA,Kings,365,152,172,37,2,0,2,0,0,190,0,103,72,16.01,365,89,218,49,9,0,0,0,0,186,0,123,56,18.8,365,96,198,50,21,0,0,0,0,201,0,122,42,18.4,366,85,207,71,3,0,0,0,0,184,0,133,49,17.4,365.25,105.5,198.75,51.75,8.75,0,0.5,0,0,190.25,0,120.25,54.75,17.6525,7.152169069,low
64,CA,Lake,360,360,0,0,0,0,0,0,0,356,0,3,1,18.3,357,347,7,1,1,1,0,0,0,344,0,11,2,18.4,362,350,10,1,1,0,0,0,0,350,0,10,2,20.2,365,358,7,0,0,0,0,0,0,363,0,2,0,20.7,361,353.75,6,0.5,0.5,0.25,0,0,0,353.25,0,6.5,1.25,19.4,24.23735113,medium
65,CA,Los Angeles,365,66,213,57,28,1,0,0,36,197,0,124,8,13.4,365,35,222,89,18,1,0,0,32,175,0,157,1,14.2,365,38,207,74,38,8,0,0,28,169,0,168,0,14.9,366,32,230,81,19,4,0,0,33,174,0,157,2,16.3,365.25,42.75,218,75.25,25.75,3.5,0,0,32.25,178.75,0,151.5,2.75,14.7,7.3699683,low
66,CA,Madera,365,189,163,13,0,0,0,0,0,259,0,67,39,17.6,365,152,178,30,5,0,0,0,0,210,0,120,35,20.2,365,142,175,42,6,0,0,0,1,242,0,107,15,21.2,366,123,193,47,3,0,0,0,0,217,0,134,15,20.4,365.25,151.5,177.25,33,3.5,0,0,0,0.25,232,0,107,26,19.85,9.364477157,low
67,CA,Marin,363,337,25,1,0,0,0,0,15,221,0,127,0,6.9,365,294,58,3,9,1,0,0,22,135,0,208,0,6.6,365,290,67,5,3,0,0,0,11,143,0,211,0,7.9,366,339,27,0,0,0,0,0,14,221,0,131,0,7.8,364.75,315,44.25,2.25,3,0.25,0,0,15.5,180,0,169.25,0,7.3,10.53633806,low
68,CA,Mariposa,365,221,130,9,5,0,0,0,0,296,0,68,1,15.1,365,189,136,10,21,8,1,0,0,265,0,100,0,14.9,365,190,135,31,9,0,0,0,0,257,0,108,0,15.2,366,219,127,19,1,0,0,0,0,270,0,80,16,17.9,365.25,204.75,132,17.25,9,2,0.25,0,0,272,0,89,4.25,15.775,15.90276595,low
69,CA,Mendocino,361,334,27,0,0,0,0,0,0,229,0,120,12,14.01,364,289,54,13,6,1,1,0,0,151,0,209,4,17.5,365,273,84,7,1,0,0,0,0,185,0,176,4,16.3,364,334,30,0,0,0,0,0,0,193,0,167,4,19.01,363.5,307.5,48.75,5,1.75,0.25,0.25,0,0,189.5,0,168,6,16.705,14.4303119,low
70,CA,Merced,365,213,145,7,0,0,0,0,0,250,0,113,2,17.01,365,173,151,32,9,0,0,0,1,196,0,167,1,21.2,364,162,168,31,3,0,0,0,0,213,0,149,2,23.01,366,158,173,33,2,0,0,0,0,225,0,138,3,20.3,365,176.5,159.25,25.75,3.5,0,0,0,0.25,221,0,141.75,2,20.38,8.223233787,low
71,CA,Mono,365,270,80,6,0,0,9,0,0,0,0,305,60,10.1,365,279,57,14,11,2,2,0,0,0,0,218,147,9.3,365,303,37,5,1,4,15,0,0,0,0,24,341,9.3,366,314,19,3,6,0,24,0,0,0,0,19,347,11.5,365.25,291.5,48.25,7,4.5,1.5,12.5,0,0,0,0,141.5,223.75,10.05,5.658028743,low
72,CA,Monterey,365,330,34,1,0,0,0,2,0,287,0,62,14,12.6,365,319,39,5,2,0,0,0,1,212,0,93,59,13.3,365,304,60,1,0,0,0,0,0,232,0,75,58,11.9,366,325,30,3,8,0,0,0,0,262,0,63,41,12.9,365.25,319.5,40.75,2.5,2.5,0,0,0.5,0.25,248.25,0,73.25,43,12.675,7.045129151,low
73,CA,Napa,363,330,31,2,0,0,0,2,0,265,0,96,0,7.4,364,273,79,4,8,0,0,1,1,165,0,196,1,8.8,364,229,121,7,5,2,0,0,1,113,0,250,0,6.8,366,296,70,0,0,0,0,0,2,166,0,197,1,7.9,364.25,282,75.25,3.25,3.25,0.5,0,0.75,1,177.25,0,184.75,0.5,7.725,11.97826273,low
